Facility_Name,Address,Suite_Number,Address_2,City,ZIP_Code,County,Phone_Number,Website,Clinic_ID,Longitude,Latitude,x,y
VDI-Mainline Pharmacy Nanty Glo,1049 Shoemaker St,,,Nanty Glo,15943,Cambria,814-419-6717,https://mainlinepharmacy.com/covid-vaccine-scheduling-instructions/,976,-78.834503,40.471478,-8775816.730900798,4934694.590073845
VDI-Mainline Pharmacy Portage,619 Main St.,,,Portage,15946,Cambria,814-736-4530,https://mainlinepharmacy.com/covid-vaccine-scheduling-instructions/,979,-78.672725,40.387321,-8757807.686319243,4922387.381752919
VDI-Mainline Pharmacy-Cresson,1207 Second St,,,Cresson,16630,Cambria,724-459-7400,https://mainlinepharmacy.com/covid-vaccine-scheduling/,977,-78.591422,40.460085,-8748757.077759277,4933027.563955055
VDI-Moshannon Valley Pharmacy Phillipsburg,208 Medical Center Drive,,,Philipsburg,16866,Centre,814-342-3750,,18224,-78.206711,40.907036,-8705931.245136708,4998639.150090089
VDI-Pine Grove Pharmacy,10 East Pottsville Str,,,Pine Grove,17963,Schuylkill,570-915-0981,,18233,-76.384937,40.552524,-8503132.291116282,4946561.429854731
VDI-Port Allegany Phamacy,54-56 North Main street,,,Port Allegany,16743,Mc Kean,,http://portpharmacy.com/covid-19/,18234,-78.283704,41.815527,-8714502.066691354,5133386.212695048
VDI-Primary Care Pharmacy Services Inc,27 Heckel Road,110,,Mc Kees Rocks,15136,Allegheny,412-720-1041,https://www.primarycarepharmacysvcs.com,18235,-80.091426,40.471602,-8915736.759227151,4934712.73533523
VDI-Redners Pharmacy Store 22,1 Goldstar Plaza,,,Shenandoah,17976,Schuylkill,570-462-0300,https://www.rednerspharmacy.com/coronavirus,795,-76.2029343,40.8215664,-8482871.84322928,4986058.2670313455
VDI-Thompson Pharmacy-Altoona,602 E CHESTNUT AVE,,,ALTOONA,16601,Blair,814-944-6139,https://www.Thompsonpharmacy.com,18278,-78.387537,40.531279,-8726060.70337889,4943449.327293837
VDI-Townville Pharmacy,2195 State Rt 442 Hwy,,,Muncy,17756,Lycoming,570-546-8272,https://www.shopbenfranklin.com/,18288,-76.765997,41.212223,-8545551.696277965,5043695.083113275
VDI-Village Pharmacy Bessemer,1624 E Poland Road,,,Bessemer,16112,Lawrence,724-667-7124,,18251,-80.4917553,40.9751314,-8960301.213052778,5008674.242732914
VDI-Vine Pharmacy,4375 Red Rock Road,,,Benton,17814,Columbia,570-925-2500,https://docs.google.com/forms/d/e/1FAIpQLSc5EYFz2jfducq8e19RGxjnTe-a6X6laY2IjS2OOX2SHwjv6w/viewform,18280,-76.379807,41.20319,-8502561.222128512,5042358.496907065
VDI-Williams Valley Pharmacy,226 East Grand Avenue,,,Tower City,17980,Schuylkill,717-647-9523,,18294,-76.556757,40.588506,-8522259.206024382,4951834.555057304
Valley Pediatrics-Wilkes Barre,75 South Wyoming Avenue,2,,Edwardsville,18704,Luzerne,570-704-4233,,21634,-75.902046,41.257639,-8449377.110887626,5050417.952318828
Value Specialty Pharmacy,1333 Plank Road,200,,Duncansville,16635,Blair,855-265-8008,https://vsprx.com/,1002,-78.451515,40.408899,-8733182.701760864,4925541.503550274
WAYNE MEMORIAL HOSPITAL,601 Park Street,,,Honesdale,18431,Wayne,570-253-8197,https://www.wmh.org/covid-19-novel-coronavirus/,9247,-75.259883,41.576319,-8377891.852721347,5097723.859255378
WILKINSBURG FAMILY HEALTH CENTER,807 WALLACE AVE,SUITE 203,,Pittsburgh,15221,Allegheny,412-247-5216,http://pchspitt.org/healthcare-services/wilkinsburg/,21083,-79.881338,40.443551,-8892349.870045375,4930608.80841786
WILSONS PHARMACY,4101 Penn ave.,,,Pittsburgh,15224,Allegheny,412-621-6471,https://www.wilsonspharmacy.org/,1134,-79.955183,40.465747,-8900570.257843005,4933855.993622524
WMCHC-Highland Physician Family Health Center,1839 Fair Avenue,,,Honesdale,18431,Wayne,570-253-8197,wmh.org,10245,-75.262343,41.589239,-8378165.698668698,5099646.656618105
Walmart Store #2230,373 BENNER PIKE,,,STATE COLLEGE,16801,Centre,,https://www.walmart.com/cp/1228302,13479,-77.804218,40.831638,-8661125.92932885,4987539.934591401
Walmart Store #2535,500 TERRY RICH BLVD,,,SAINT CLAIR,17970,Schuylkill,,https://www.walmart.com/cp/1228302,13470,-76.192164,40.728989,-8481672.89891759,4972449.412130134
Warren General Hospital,2 Crescent Park West,,,Warren,16365,Warren,814-723-3300,,13568,-79.1630555,41.8595125,-8812391.027899655,5139958.273180833
Wegmans Pharmacy #069,5028 West Ridge Rd.,,,Erie,16506,Erie,,https://www.wegmans.com/pharmacy/,17637,-80.188738,42.068343,-8926569.481515227,5171222.3979423735
Wegmans Pharmacy #075,6143 Peach Street,,,Erie,16509,Erie,,https://www.wegmans.com/pharmacy/,17638,-80.093591,42.061088,-8915977.76592472,5170134.5270614745
Wegmans Pharmacy #076,1315 Cold Spring Road,,,Scranton,18508,Lackawanna,,https://www.wegmans.com/pharmacy/,17645,-75.659866,41.439243,-8422417.75660731,5077347.38948082
Wegmans Pharmacy #077,220 Highland Park Blvd.,,,Wilkes-Barre,18702,Luzerne,,https://www.wegmans.com/pharmacy/,17648,-75.861379,41.23466,-8444850.081155537,5047015.818177843
Wegmans Pharmacy #078,201 William Street,,,Williamsport,17701,Lycoming,,https://www.wegmans.com/pharmacy/,17649,-77.003451,41.237852,-8571984.954644792,5047488.335178013
Wegmans Pharmacy #079,3900 Tilghman Street,,,Allentown,18104,Lehigh,,https://www.wegmans.com/pharmacy/,17632,-75.540388,40.594111,-8409117.526486313,4952656.217398104
Wegmans Pharmacy #094,3791 Easton-Nazareth Highway,,,Easton,18045,Northampton,,https://www.wegmans.com/pharmacy/,17636,-75.287031,40.7159,-8380913.954257402,4970526.860974493
Wegmans Pharmacy #097,5000 Wegmans Drive,,,Bethlehem (Part-Lehigh),18017,Northampton,,https://www.wegmans.com/pharmacy/,17633,-75.387114,40.665191,-8392055.142854463,4963082.138793263
Wegmans Pharmacy #098,345 Colannade Blvd.,,,State College,16803,Centre,,https://www.wegmans.com/pharmacy/,17646,-77.906416,40.810933,-8672502.55864894,4984494.195290484
Weis Markets # 227,431 Dublin Pike,,,Perkasie,18944,Bucks,215-249-1440,https://www.weismarkets.com/pharmacy-services,1396,-75.252019,40.402505,-8377016.436245749,4924606.767750371
Weis Pharmacy #135,112 Atlantic Avenue,,,Dingmans Ferry,18328,Pike,570-832-0399,https://www.weismarkets.com/,1453,-74.942561,41.245434,-8342567.729263842,5048610.80359908
Weis Pharmacy-10,140 Continental Blvd,,,Danville,17821,Montour,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17414,-76.616059,40.9659113,-8528860.674467405,5007314.887872298
Weis Pharmacy-106,589 PA SR 590,,,Hamlin,18427,Wayne,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17428,-75.357952,41.37054,-8388808.843863951,5067150.819716075
Weis Pharmacy-118,501 N. Centre Street,,,Philipsburg,16866,Centre,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17466,-78.22405,40.900592,-8707861.413787572,4997690.045275082
Weis Pharmacy-132,3369 Route 100,,,Macungie,18062,Lehigh,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17449,-75.563153,40.518704,-8411651.714694222,4941607.726245496
Weis Pharmacy-137,110 Rolling Ridge Drive,,,State College,16801,Centre,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17476,-77.829191,40.785488,-8663905.91097243,4980752.495631332
Weis Pharmacy-14,1440 Allegheny Street,,,Jersey Shore,17740,Lycoming,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17438,-77.276318,41.20127,-8602360.370139081,5042074.423980428
Weis Pharmacy-142,1500 Cedar Crest Blvd,,,Allentown,18104,Lehigh,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17399,-75.5371705,40.6050762,-8408759.356024686,4954263.854948088
Weis Pharmacy-144,5580 Crawford Drive,,,Bethlehem (Part-Northampton),18017,Northampton,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17385,-75.38905,40.67354,-8392270.65738864,4964307.488035032
Weis Pharmacy-151,Rte 209 & E. Weir Lake Road,,,Brodheadsville,18322,Monroe,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17405,-75.398492,40.921612,-8393321.736020712,5000786.318141384
Weis Pharmacy-152,1 Weis Plaza,,,Nanticoke,18634,Luzerne,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17461,-76.004063,41.207225,-8460733.591379885,5042955.521081049
Weis Pharmacy-154,600 Hunter Hwy,,,Tunkhannock,18657,Wyoming,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,18394,-75.948447,41.528968,-8454542.446579926,5090680.211726477
Weis Pharmacy-155,3236 Route 940,Suite 116,,Mount Pocono,18344,Monroe,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17459,-75.374604,41.121871,-8390662.536024641,5030334.261536111
Weis Pharmacy-156,70 Phoenix Street,,,Duryea,18642,Luzerne,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17417,-75.773309,41.34754,-8435046.173601374,5063739.67645107
Weis Pharmacy-158,695 North Courtland Street,,,East Stroudsburg,18301,Monroe,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17421,-75.182608,41.01792,-8369289.639070296,5014985.219181896
Weis Pharmacy-159,1070 N. Ninth Street,,,Stroudsburg,18360,Monroe,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17477,-75.220059,40.988692,-8373458.665319995,5010673.879479955
Weis Pharmacy-164,1321 Blue Valley Drive,,,Pen Argyl,18072,Northampton,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17386,-75.236372,40.872981,-8375274.620173306,4993624.404450076
Weis Pharmacy-166,Route 611 Tannersville Plaza RR1 400,,,Tannersville,18372,Monroe,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17478,-75.322872,41.0514121,-8384903.756126924,5019927.896970839
Weis Pharmacy-168,3825 Sullivan Trail,,,Easton,18040,Northampton,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17419,-75.240936,40.743502,-8375782.682329286,4974581.566792477
Weis Pharmacy-169,3011 William Penn Hwy,,,Easton,18045,Northampton,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17420,-75.261307,40.67685,-8378050.371676236,4964793.3259315565
Weis Pharmacy-170,1199 Texas Palmyra Hwy Ste N,,,Honesdale,18431,Wayne,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17434,-75.225892,41.553404,-8374107.991909793,5094314.518564154
Weis Pharmacy-176,4521 William Penn Hwy,,,Mifflintown,17059,Juniata,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17453,-77.385032,40.55805,-8614462.357261179,4947371.075239535
Weis Pharmacy-177,1272 East Penn Street,,,Muncy,17756,Lycoming,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17460,-76.761027,41.210791,-8544998.438408723,5043483.1820144085
Weis Pharmacy-181,552 State Street,,,Hamburg,19526,Berks,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17427,-75.980221,40.556078,-8458079.512080392,4947082.138743915
Weis Pharmacy-182,5020 Route 873,,,Schnecksville,18078,Lehigh,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17470,-75.613901,40.676068,-8417300.956213,4964678.542717624
Weis Pharmacy-184,61 King's Plaza,,,Oley,19547,Berks,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17464,-75.793824,40.38766,-8437329.892954998,4922436.926597935
Weis Pharmacy-187,170 Buckaroo Lane,,,Bellefonte,16823,Centre,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17402,-77.737684,40.913172,-8653719.39832841,4999542.9770787
Weis Pharmacy-188,7801 Glenlivet West Drive,,,Fogelsville,18051,Lehigh,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17426,-75.6546546,40.5972965,-8421837.626212992,4953123.224970789
Weis Pharmacy-19,1571 Route 209,,,Millersburg,17061,Dauphin,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17380,-76.922857,40.539761,-8563013.271603798,4944691.706171918
Weis Pharmacy-190,1020 Northern Blvd,,,Clarks Summit,18411,Lackawanna,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17410,-75.691742,41.483928,-8425966.176695839,5083985.117015751
Weis Pharmacy-192,725 Columbia Blvd.,,,Bloomsburg,17815,Columbia,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17404,-76.444359,41.002524,-8509747.117898202,5012713.960399835
Weis Pharmacy-195,365 S. Cedar Crest Blvd,,,Allentown,18103,Lehigh,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17400,-75.522227,40.582474,-8407095.853214016,4950950.373783507
Weis Pharmacy-197,65 Meadow Green Drive,,,Mifflinburg,17844,Union,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17452,-77.03143,40.924573,-8575099.562677696,5001222.5563410865
Weis Pharmacy-198,11798 Route 6,,,Wellsboro,16901,Tioga,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17479,-77.2678,41.743836,-8601412.150716502,5122684.221144082
Weis Pharmacy-20,316 Walnut Street,,,Newport,17074,Perry,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17462,-77.13331,40.478211,-8586440.792399716,4935679.896989464
Weis Pharmacy-203,6 Millbrook Plaza,,,Mill Hall,17751,Clinton,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17454,-77.476949,41.116333,-8624694.510896428,5029515.9272981
Weis Pharmacy-205,2 Anthra Plaza,,,Coal Township,17866,Northumberland,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17411,-76.564681,40.786651,-8523141.301669426,4980923.484075755
Weis Pharmacy-22,313-337 W. Bald Eagle Street,,,Lock Haven,17745,Clinton,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17448,-77.4329508,41.1602593,-8619796.653676605,5036008.6890480835
Weis Pharmacy-226,719 Route 522,,,Selinsgrove,17870,Snyder,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17472,-76.864674,40.810261,-8556536.369670974,4984395.358920167
Weis Pharmacy-30,611-619 Fifteenth Street,,,Huntingdon,16652,Huntingdon,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17436,-78.014162,40.496637,-8684496.788503952,4938376.862362462
Weis Pharmacy-31,6901 Westbranch Highway,,,Lewisburg,17837,Union,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17446,-76.889704,40.974249,-8559322.69652553,5008544.138881294
Weis Pharmacy-35,224 N. Logan Blvd,,,Burnham,17009,Mifflin,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17406,-77.569616,40.631424,-8635010.154149765,4958127.855632178
Weis Pharmacy-36,1100 North 4th Street,,,Sunbury,17801,Northumberland,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17381,-76.784683,40.873055,-8547631.81228293,4993635.298471968
Weis Pharmacy-37,801 Loyalsock Ave.,,,Montoursville,17754,Lycoming,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17456,-76.918045,41.258692,-8562477.602214102,5050573.881914474
Weis Pharmacy-39,3644 MacArthur Road,,,Whitehall,18052,Lehigh,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17481,-75.511315,40.664025,-8405881.13493048,4962911.021857972
Weis Pharmacy-4,339 W. Walnut Street,,,Shamokin,17872,Northumberland,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17473,-76.561126,40.789922,-8522745.560879659,4981404.414320216
Weis Pharmacy-51,1471 Martin Street,,,State College,16803,Centre,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17475,-77.890684,40.804239,-8670751.28041978,4983509.700285749
Weis Pharmacy-52,1916 Lycoming Creek Road,,,Williamsport,17701,Lycoming,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17483,-77.043482,41.255265,-8576441.185180737,5050066.416564698
Weis Pharmacy-64,601 Pleasant Valley Blvd,,,Altoona,16602,Blair,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17401,-78.380468,40.511638,-8725273.785898473,4940573.066458563
Weis Pharmacy-68,100 Weis Lane,,,Hazleton,18201,Luzerne,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17433,-76.003758,40.965946,-8460699.638935193,5007320.003470886
Weis Pharmacy-7,553-555 Mahoning Street,,,Milton,17847,Northumberland,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17455,-76.844837,41.011585,-8554328.124932108,5014050.598905758
Weis Pharmacy-72,500 Pottsville Park Plaza,,,Pottsville,17901,Schuylkill,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17467,-76.18442,40.698517,-8480810.840780888,4967974.178584907
Weis Pharmacy-74,2525 Memorial Hwy,,,Dallas,18612,Luzerne,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17413,-75.959317,41.334355,-8455752.489444848,5061784.744875182
Weis Pharmacy-76,1220 Chestnut Street,,,Emmaus,18049,Lehigh,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17423,-75.507897,40.528012,-8405500.644910948,4942970.843921276
Weis Pharmacy-78,15260-2 Kutztown Road,,,Kutztown,19530,Berks,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17439,-75.765671,40.528419,-8434195.915330695,4943030.451689005
Weis Pharmacy-8,1105 Chestnut Street,,,Berwick,18603,Columbia,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17403,-76.236194,41.063424,-8486574.296097219,5021701.195171252
Weis Pharmacy-9,305 River Avenue,,,Williamsport,17701,Lycoming,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17482,-76.981242,41.249751,-8569512.660073765,5049249.967061448
Weis Pharmacy-91,237 S. Mountain Blvd,,,Mountain Top,18707,Luzerne,,https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4,17457,-75.899452,41.144911,-8449088.348128509,5033739.557183682
Wellsboro Laurel Health Center,7 Water St,,,Wellsboro,16901,Tioga,1-833-528-7354,https://laurelhc.org/index.php/coronavirus-covid19,1157,-77.301368,41.749396,-8605148.923383452,5123513.787027109
Wilkes Barre Municipal Health Department,Kirby Health Center,,71 North Franklin Street,Wilkes Barre,18701,Luzerne,570-208-4268,https://www.wilkes-barre.city/health,78,-75.880582,41.248233,-8446987.749337241,5049025.211231477
Wilkes-Barre General Hospital,575 North River Street,,Pharmacy Department,Wilkes Barre,18764,Luzerne,570-552-1795,https://primary-health.net/covid-vaccine-clinic.aspx,11044,-75.868071,41.258461,-8445595.031187925,5050539.67492183
Wind Gap Community Pharmacy Inc,31 West 1st Street,,,Wind Gap,18091,Northampton,610-881-4260,https://www.windgaprx.com/,1135,-75.296334,40.839971,-8381949.559480253,4988766.000902824
